Symbol,Last_Price,Industry,Sector
BG,122.53,Farm Products,Consumer Defensive
LEN,122.28,Residential Construction,Consumer Cyclical
CRDO,121.44,Semiconductors,Technology
MRK,121.41,Drug Manufacturers - General,Healthcare
ABNB,121.35,Travel Services,Consumer Cyclical
CLMB,121.05,Electronics & Computer Distribution,Technology
PI,121.04,Semiconductors,Technology
EOG,120.73,Oil & Gas E&P,Energy
NTES,120.61,Electronic Gaming & Multimedia,Communication Services
NBN,120.54,Banks - Regional,Financial Services
FSS,120.49,Pollution & Treatment Controls,Industrials
TFII,120.25,Trucking,Industrials
IMO,119.76,Oil & Gas Integrated,Energy
MLI,119.46,Metal Fabrication,Industrials
UPS,119.24,Integrated Freight & Logistics,Industrials
SF,119.0,Capital Markets,Financial Services
FORTY,118.65,Information Technology Services,Technology
CAR,118.35,Rental & Leasing Services,Industrials
INGR,118.31,Packaged Foods,Consumer Defensive
RPM,118.21,Specialty Chemicals,Basic Materials
ORA,118.19,Utilities - Renewable,Utilities
EWBC,117.83,Banks - Regional,Financial Services
ALSN,117.79,Auto Parts,Consumer Cyclical
BK,117.74,Banks - Diversified,Financial Services
BANF,117.68,Banks - Regional,Financial Services
MGRC,117.64,Rental & Leasing Services,Industrials
DELL,117.49,Computer Hardware,Technology
WLDN,117.33,Engineering & Construction,Industrials
ILMN,116.81,Diagnostics & Research,Healthcare
NXT,116.44,Solar,Technology
FRHC,116.4,Financial Conglomerates,Financial Services
WEC,115.79,Utilities - Regulated Electric,Utilities
TGT,115.76,Discount Stores,Consumer Defensive
DECK,115.73,Footwear & Accessories,Consumer Cyclical
SPHR,115.7,Entertainment,Communication Services
SENEB,114.99,Packaged Foods,Consumer Defensive
AFL,114.91,Insurance - Life,Financial Services
THO,114.79,Recreational Vehicles,Consumer Cyclical
BLDR,114.73,Building Products & Equipment,Industrials
UFPI,114.6,Lumber & Wood Production,Basic Materials
FMX,114.39,Beverages - Brewers,Consumer Defensive
KB,113.95,Banks - Regional,Financial Services
ADUS,113.8,Medical Care Facilities,Healthcare
JXN,113.8,Insurance - Life,Financial Services
ED,113.72,Utilities - Regulated Electric,Utilities
OLLI,113.7,Discount Stores,Consumer Defensive
CABO,113.58,Telecom Services,Communication Services
TW,113.41,Capital Markets,Financial Services
WYNN,113.39,Resorts & Casinos,Consumer Cyclical
CIGI,113.39,Real Estate Services,Real Estate
NVT,113.25,Electrical Equipment & Parts,Industrials
SATS,113.15,Telecom Services,Communication Services
TWLO,113.0,Software - Infrastructure,Technology
AIR,112.98,Aerospace & Defense,Industrials
CCJ,112.9,Uranium,Energy
KOF,112.74,Beverages - Non-Alcoholic,Consumer Defensive
SHOP,112.7,Software - Application,Technology
ABT,112.68,Medical Devices,Healthcare
DUOL,112.57,Software - Application,Technology
DIT,112.29,Food Distribution,Consumer Defensive
POST,111.9,Packaged Foods,Consumer Defensive
AKAM,111.76,Software - Infrastructure,Technology
Q,111.69,Semiconductor Equipment & Materials,Technology
COP,111.43,Oil & Gas E&P,Energy
ALGT,111.3,Airlines,Industrials
AEE,110.97,Utilities - Regulated Electric,Utilities
C,110.86,Banks - Diversified,Financial Services
CCK,110.79,Packaging & Containers,Consumer Cyclical
SJM,110.53,Packaged Foods,Consumer Defensive
EHC,110.14,Medical Care Facilities,Healthcare
CHH,110.04,Lodging,Consumer Cyclical
IRM,109.83,REIT - Specialty,Real Estate
AU,109.82,Gold,Basic Materials
GKOS,109.47,Medical Devices,Healthcare
DCI,109.46,Specialty Industrial Machinery,Industrials
KMB,109.41,Household & Personal Products,Consumer Defensive
UAL,109.29,Airlines,Industrials
FELE,108.94,Specialty Industrial Machinery,Industrials
ESQ,108.93,Banks - Regional,Financial Services
UAN,108.86,Agricultural Inputs,Basic Materials
L,108.78,Insurance - Property & Casualty,Financial Services
CPT,108.53,REIT - Residential,Real Estate
USLM,108.46,Building Materials,Basic Materials
EL,108.24,Household & Personal Products,Consumer Defensive
DAC,108.05,Marine Shipping,Industrials
TKR,107.84,Tools & Accessories,Industrials
ROG,107.79,Electronic Components,Technology
CNI,107.6,Railroads,Industrials
PCTY,107.13,Software - Application,Technology
NOW,107.08,Software - Application,Technology
SE,106.74,Internet Retail,Consumer Cyclical
BNTX,105.87,Biotechnology,Healthcare
DIS,105.45,Entertainment,Communication Services
ECG,105.16,Engineering & Construction,Industrials
ETR,105.07,Utilities - Regulated Electric,Utilities
VC,104.94,Auto Parts,Consumer Cyclical
QLYS,104.91,Software - Infrastructure,Technology
GH,104.85,Diagnostics & Research,Healthcare
FRT,104.8,REIT - Retail,Real Estate
PRU,104.61,Insurance - Life,Financial Services
CELC,104.51,Biotechnology,Healthcare
ARCB,104.4,Trucking,Industrials
SKYW,104.17,Airlines,Industrials
SSB,104.11,Banks - Regional,Financial Services
EXE,104.05,Oil & Gas E&P,Energy
TFX,103.75,Medical Instruments & Supplies,Healthcare
CWST,103.72,Waste Management,Industrials
NICE,103.55,Software - Application,Technology
TCBI,103.42,Banks - Regional,Financial Services
EXAS,103.24,Diagnostics & Research,Healthcare
MIRM,103.1,Biotechnology,Healthcare
BJ,102.78,Discount Stores,Consumer Defensive
HAS,102.45,Leisure,Consumer Cyclical
NTAP,102.42,Software - Infrastructure,Technology
IPAR,102.24,Household & Personal Products,Consumer Defensive
CHRD,102.02,Oil & Gas E&P,Energy
RBA,102.0,Specialty Business Services,Industrials
RMBS,101.95,Semiconductors,Technology
AXS,101.85,Insurance - Specialty,Financial Services
KKR,101.73,Asset Management,Financial Services
CHD,101.45,Household & Personal Products,Consumer Defensive
WFRD,101.42,Oil & Gas Equipment & Services,Energy
PNR,101.37,Specialty Industrial Machinery,Industrials
INCY,101.1,Biotechnology,Healthcare
AAON,101.04,Building Products & Equipment,Industrials
NUVL,100.82,Biotechnology,Healthcare
NATH,100.75,Restaurants,Consumer Cyclical
RHP,100.52,REIT - Hotel & Motel,Real Estate
PDD,100.28,Internet Retail,Consumer Cyclical
TTC,100.09,Tools & Accessories,Industrials
WLK,100.08,Specialty Chemicals,Basic Materials
