Symbol,Last_Price,Industry,Sector
VCYT,35.77,Diagnostics & Research,Healthcare
BPRN,35.73,Banks - Regional,Financial Services
SCSC,35.72,Electronics & Computer Distribution,Technology
DRD,35.65,Gold,Basic Materials
BSAC,35.65,Banks - Regional,Financial Services
HYMC,35.55,Gold,Basic Materials
SEDG,35.53,Solar,Technology
OPCH,35.42,Medical Care Facilities,Healthcare
IMOS,35.34,Semiconductors,Technology
OBT,35.31,Banks - Regional,Financial Services
FIGR,35.29,Capital Markets,Financial Services
APLD,35.28,Information Technology Services,Technology
DB,35.28,Banks - Regional,Financial Services
DCOM,35.24,Banks - Regional,Financial Services
GCT,35.23,Software - Infrastructure,Technology
CBNA,35.15,Banks - Regional,Financial Services
TRN,35.08,Railroads,Industrials
BHB,35.06,Banks - Regional,Financial Services
CBL,35.05,REIT - Retail,Real Estate
MBCN,35.04,Banks - Regional,Financial Services
UVSP,34.94,Banks - Regional,Financial Services
LAUR,34.77,Education & Training Services,Consumer Defensive
AR,34.76,Oil & Gas E&P,Energy
AROW,34.67,Banks - Regional,Financial Services
NAMS,34.63,Biotechnology,Healthcare
INDV,34.58,Drug Manufacturers - Specialty & Generic,Healthcare
RM,34.57,Credit Services,Financial Services
UCB,34.56,Banks - Regional,Financial Services
PBF,34.54,Oil & Gas Refining & Marketing,Energy
HWBK,34.48,Banks - Regional,Financial Services
DK,34.46,Oil & Gas Refining & Marketing,Energy
BTU,34.45,Thermal Coal,Energy
BFS,34.42,REIT - Retail,Real Estate
FISI,34.41,Banks - Regional,Financial Services
KGC,34.4,Gold,Basic Materials
RIGL,34.32,Biotechnology,Healthcare
IAC,34.31,Internet Content & Information,Communication Services
KOP,34.3,Specialty Chemicals,Basic Materials
AMSC,34.26,Specialty Industrial Machinery,Industrials
VTMX,34.15,Real Estate - Development,Real Estate
MGM,34.14,Resorts & Casinos,Consumer Cyclical
SNDA,34.13,Medical Care Facilities,Healthcare
AXTA,34.13,Specialty Chemicals,Basic Materials
BBUC,34.12,Asset Management,Financial Services
IONQ,34.11,Computer Hardware,Technology
BSY,34.1,Software - Application,Technology
LKQ,34.1,Auto Parts,Consumer Cyclical
SCHL,34.09,Publishing,Communication Services
CPF,34.09,Banks - Regional,Financial Services
SA,34.01,Gold,Basic Materials
CENTA,33.98,Packaged Foods,Consumer Defensive
MSB,33.98,Steel,Basic Materials
TEVA,33.98,Drug Manufacturers - Specialty & Generic,Healthcare
FSFG,33.98,Banks - Regional,Financial Services
HAL,33.96,Oil & Gas Equipment & Services,Energy
PRKS,33.96,Leisure,Consumer Cyclical
PGC,33.95,Banks - Regional,Financial Services
GLPG,33.92,Biotechnology,Healthcare
VTVT,33.87,Biotechnology,Healthcare
SKT,33.82,REIT - Retail,Real Estate
BBU,33.76,Conglomerates,Industrials
BWMN,33.76,Engineering & Construction,Industrials
ARTNA,33.74,Utilities - Regulated Water,Utilities
MPB,33.74,Banks - Regional,Financial Services
PDFS,33.69,Software - Application,Technology
MUR,33.62,Oil & Gas E&P,Energy
BDL,33.62,Restaurants,Consumer Cyclical
GBFH,33.62,Banks - Regional,Financial Services
OVLY,33.61,Banks - Regional,Financial Services
STM,33.61,Semiconductors,Technology
VECO,33.61,Semiconductor Equipment & Materials,Technology
TDC,33.56,Software - Infrastructure,Technology
PEBO,33.56,Banks - Regional,Financial Services
YORW,33.48,Utilities - Regulated Water,Utilities
FFIN,33.48,Banks - Regional,Financial Services
NSA,33.47,REIT - Industrial,Real Estate
GRDN,33.46,Medical Care Facilities,Healthcare
LPG,33.46,Oil & Gas Midstream,Energy
TILE,33.4,"Furnishings, Fixtures & Appliances",Consumer Cyclical
DAN,33.39,Auto Parts,Consumer Cyclical
PRG,33.37,Rental & Leasing Services,Industrials
SMID,33.31,Building Materials,Basic Materials
GTY,33.24,REIT - Retail,Real Estate
AXGN,33.23,Medical Devices,Healthcare
SBCF,33.23,Banks - Regional,Financial Services
WERN,33.21,Trucking,Industrials
HP,33.2,Oil & Gas Drilling,Energy
REX,33.17,Chemicals,Basic Materials
TY,33.17,Asset Management,Financial Services
ALKS,33.16,Drug Manufacturers - Specialty & Generic,Healthcare
OII,33.15,Oil & Gas Equipment & Services,Energy
CSTL,33.15,Diagnostics & Research,Healthcare
RCKY,33.11,Footwear & Accessories,Consumer Cyclical
IPI,33.1,Agricultural Inputs,Basic Materials
SKE,33.06,Other Industrial Metals & Mining,Basic Materials
SBSI,33.04,Banks - Regional,Financial Services
BY,32.88,Banks - Regional,Financial Services
WAFD,32.88,Banks - Regional,Financial Services
SMA,32.85,REIT - Industrial,Real Estate
RDN,32.82,Insurance - Specialty,Financial Services
AMRC,32.68,Engineering & Construction,Industrials
CLFD,32.68,Communication Equipment,Technology
AROC,32.66,Oil & Gas Equipment & Services,Energy
ATRC,32.65,Medical Instruments & Supplies,Healthcare
SKM,32.56,Telecom Services,Communication Services
HDB,32.52,Banks - Regional,Financial Services
YOU,32.5,Software - Application,Technology
DOW,32.49,Chemicals,Basic Materials
ESI,32.36,Specialty Chemicals,Basic Materials
KMI,32.32,Oil & Gas Midstream,Energy
IMCR,32.28,Biotechnology,Healthcare
PPIH,32.23,Building Products & Equipment,Industrials
ORKA,32.21,Biotechnology,Healthcare
THRM,32.21,Auto Parts,Consumer Cyclical
GIC,32.17,Industrial Distribution,Industrials
FBRX,32.11,Biotechnology,Healthcare
EPRT,32.09,REIT - Retail,Real Estate
KMPR,32.05,Insurance - Property & Casualty,Financial Services
HI,31.98,Specialty Industrial Machinery,Industrials
MRP,31.97,REIT - Residential,Real Estate
PNTG,31.97,Medical Care Facilities,Healthcare
STOK,31.91,Biotechnology,Healthcare
ATEX,31.89,Telecom Services,Communication Services
CFBK,31.81,Banks - Regional,Financial Services
PZZA,31.79,Restaurants,Consumer Cyclical
CBNK,31.79,Banks - Regional,Financial Services
HMC,31.78,Auto Manufacturers,Consumer Cyclical
BEP,31.77,Utilities - Renewable,Utilities
CCL,31.77,Travel Services,Consumer Cyclical
KRC,31.75,REIT - Office,Real Estate
DIN,31.73,Restaurants,Consumer Cyclical
BLSH,31.73,Software - Infrastructure,Technology
GLBE,31.66,Internet Retail,Consumer Cyclical
FSTR,31.63,Railroads,Industrials
AMH,31.62,REIT - Residential,Real Estate
BBSI,31.62,Staffing & Employment Services,Industrials
CMCSA,31.57,Telecom Services,Communication Services
CUK,31.56,Travel Services,Consumer Cyclical
CDP,31.54,REIT - Office,Real Estate
MBUU,31.52,Recreational Vehicles,Consumer Cyclical
NWFL,31.52,Banks - Regional,Financial Services
WEYS,31.5,Footwear & Accessories,Consumer Cyclical
COLB,31.49,Banks - Regional,Financial Services
AAUC,31.47,Gold,Basic Materials
PRDO,31.43,Education & Training Services,Consumer Defensive
CBRL,31.4,Restaurants,Consumer Cyclical
CTRA,31.37,Oil & Gas E&P,Energy
BETR,31.36,Mortgage Finance,Financial Services
PHG,31.25,Medical Devices,Healthcare
RGC,31.22,Drug Manufacturers - Specialty & Generic,Healthcare
ATS,31.18,Specialty Industrial Machinery,Industrials
UVE,31.17,Insurance - Property & Casualty,Financial Services
ANPA,31.13,Specialty Business Services,Industrials
CRBG,31.07,Asset Management,Financial Services
RELX,31.06,Specialty Business Services,Industrials
HRB,31.05,Personal Services,Consumer Cyclical
CTRI,31.01,Utilities - Regulated Gas,Utilities
SIM,31.0,Steel,Basic Materials
AMTM,31.0,Specialty Business Services,Industrials
BBLGW,31.0,,
FRO,30.92,Oil & Gas Midstream,Energy
HG,30.91,Insurance - Reinsurance,Financial Services
KAR,30.88,Auto & Truck Dealerships,Consumer Cyclical
DSGR,30.84,Industrial Distribution,Industrials
LQDT,30.73,Internet Retail,Consumer Cyclical
ERO,30.72,Copper,Basic Materials
IVT,30.7,REIT - Retail,Real Estate
BBT,30.68,Banks - Regional,Financial Services
UPST,30.68,Credit Services,Financial Services
BCML,30.66,Banks - Regional,Financial Services
IBN,30.62,Banks - Regional,Financial Services
BILI,30.6,Internet Content & Information,Communication Services
COHU,30.6,Semiconductor Equipment & Materials,Technology
SARO,30.57,Aerospace & Defense,Industrials
CFLT,30.56,Software - Infrastructure,Technology
BKV,30.55,Oil & Gas E&P,Energy
SMCI,30.54,Computer Hardware,Technology
ZD,30.5,Advertising Agencies,Communication Services
MTCH,30.5,Internet Content & Information,Communication Services
RTO,30.45,Specialty Business Services,Industrials
CNXC,30.39,Information Technology Services,Technology
UTI,30.35,Education & Training Services,Consumer Defensive
FOR,30.31,Real Estate - Development,Real Estate
FFBC,30.31,Banks - Regional,Financial Services
SOBO,30.29,Oil & Gas Midstream,Energy
IDYA,30.27,Biotechnology,Healthcare
CAE,30.22,Aerospace & Defense,Industrials
RNG,30.19,Software - Application,Technology
GIII,30.15,Apparel Manufacturing,Consumer Cyclical
MWA,30.13,Specialty Industrial Machinery,Industrials
IBEX,30.1,Information Technology Services,Technology
EXLS,30.04,Information Technology Services,Technology
GMAB,30.03,Biotechnology,Healthcare
EWTX,30.01,Biotechnology,Healthcare
DXYZ,30.0,Asset Management,Financial Services
AVBH,30.0,Banks - Regional,Financial Services
CMCL,30.0,Gold,Basic Materials
ETO,29.93,Asset Management,Financial Services
FCCO,29.92,Banks - Regional,Financial Services
VNO,29.89,REIT - Office,Real Estate
JFB,29.87,Real Estate - Development,Real Estate
ISTR,29.87,Banks - Regional,Financial Services
NTCT,29.79,Software - Infrastructure,Technology
NXRT,29.76,REIT - Residential,Real Estate
RF,29.74,Banks - Regional,Financial Services
KDP,29.69,Beverages - Non-Alcoholic,Consumer Defensive
CCNE,29.68,Banks - Regional,Financial Services
MOS,29.65,Agricultural Inputs,Basic Materials
CCSI,29.61,Software - Infrastructure,Technology
AMBQ,29.59,Semiconductors,Technology
FMAO,29.57,Banks - Regional,Financial Services
GTLB,29.55,Software - Infrastructure,Technology
PUK,29.53,Insurance - Life,Financial Services
CPB,29.49,Packaged Foods,Consumer Defensive
WMG,29.45,Entertainment,Communication Services
WLY,29.44,Publishing,Communication Services
TGS,29.43,Oil & Gas Integrated,Energy
STRS,29.4,Real Estate - Diversified,Real Estate
MCTA,29.36,Medical Care Facilities,Healthcare
HOMB,29.35,Banks - Regional,Financial Services
SBS,29.3,Utilities - Regulated Water,Utilities
VICI,29.3,REIT - Diversified,Real Estate
BRX,29.29,REIT - Retail,Real Estate
SKYT,29.23,Semiconductors,Technology
FNLC,29.18,Banks - Regional,Financial Services
WLYB,29.16,Publishing,Communication Services
BFST,29.15,Banks - Regional,Financial Services
BNR,29.14,Diagnostics & Research,Healthcare
BUI,29.13,Asset Management,Financial Services
GLTO,29.12,Biotechnology,Healthcare
SMC,29.11,Oil & Gas Midstream,Energy
GDV,29.08,Asset Management,Financial Services
MRSN,29.08,Biotechnology,Healthcare
LTH,29.06,Leisure,Consumer Cyclical
MCBS,29.05,Banks - Regional,Financial Services
HBT,29.03,Banks - Regional,Financial Services
HZO,29.02,Specialty Retail,Consumer Cyclical
VKTX,29.0,Biotechnology,Healthcare
NVST,28.97,Medical Instruments & Supplies,Healthcare
WILC,28.96,Food Distribution,Consumer Defensive
KFRC,28.95,Staffing & Employment Services,Industrials
KTH,28.91,Unknown,Unknown
LINC,28.9,Education & Training Services,Consumer Defensive
PPTA,28.86,Other Precious Metals & Mining,Basic Materials
AEHR,28.84,Semiconductor Equipment & Materials,Technology
CTA,28.83,Unknown,Unknown
ATNI,28.77,Telecom Services,Communication Services
COFS,28.76,Banks - Regional,Financial Services
SNDR,28.73,Trucking,Industrials
CVEO,28.71,Lodging,Consumer Cyclical
T,28.69,Telecom Services,Communication Services
MAN,28.66,Staffing & Employment Services,Industrials
AZTA,28.62,Medical Instruments & Supplies,Healthcare
CLMT,28.61,Specialty Chemicals,Basic Materials
CVLG,28.57,Trucking,Industrials
ELLO,28.5,Utilities - Renewable,Utilities
AMPH,28.5,Drug Manufacturers - Specialty & Generic,Healthcare
PKBK,28.5,Banks - Regional,Financial Services
TGTX,28.5,Biotechnology,Healthcare
