Symbol,Last_Price,Industry,Sector
OCS,28.49,Biotechnology,Healthcare
FG,28.44,Insurance - Life,Financial Services
CHSCP,28.43,Farm Products,Consumer Defensive
VITL,28.41,Farm Products,Consumer Defensive
EDN,28.39,Utilities - Regulated Electric,Utilities
PXED,28.33,Education & Training Services,Consumer Defensive
TEN,28.32,Oil & Gas Midstream,Energy
ING,28.3,Banks - Diversified,Financial Services
GDEN,28.29,Resorts & Casinos,Consumer Cyclical
PINC,28.26,Health Information Services,Healthcare
HIPO,28.26,Insurance - Property & Casualty,Financial Services
EYE,28.22,Specialty Retail,Consumer Cyclical
GBLI,28.22,Insurance - Property & Casualty,Financial Services
FXNC,28.21,Banks - Regional,Financial Services
SSRM,28.11,Gold,Basic Materials
EQNR,28.1,Oil & Gas Integrated,Energy
TBN,28.1,Oil & Gas E&P,Energy
HFWA,28.09,Banks - Regional,Financial Services
ODD,28.08,Household & Personal Products,Consumer Defensive
PKOH,28.0,Specialty Industrial Machinery,Industrials
TYRA,27.99,Biotechnology,Healthcare
WBD,27.99,Entertainment,Communication Services
GTES,27.97,Specialty Industrial Machinery,Industrials
AGIO,27.96,Biotechnology,Healthcare
CAAP,27.96,Airports & Air Services,Industrials
TRUP,27.96,Insurance - Property & Casualty,Financial Services
RAPP,27.93,Biotechnology,Healthcare
BEAM,27.92,Biotechnology,Healthcare
RDWR,27.92,Software - Infrastructure,Technology
APA,27.92,Oil & Gas E&P,Energy
VRDN,27.9,Biotechnology,Healthcare
ASB,27.85,Banks - Regional,Financial Services
CBZ,27.84,Specialty Business Services,Industrials
TVTX,27.82,Biotechnology,Healthcare
PRCT,27.79,Medical Devices,Healthcare
ATLO,27.77,Banks - Regional,Financial Services
REPX,27.76,Oil & Gas E&P,Energy
INTG,27.76,Lodging,Consumer Cyclical
CNOB,27.75,Banks - Regional,Financial Services
IROQ,27.72,Banks - Regional,Financial Services
BZH,27.71,Residential Construction,Consumer Cyclical
GCO,27.68,Apparel Retail,Consumer Cyclical
GAP,27.67,Apparel Retail,Consumer Cyclical
MLYS,27.6,Biotechnology,Healthcare
PFE,27.58,Drug Manufacturers - General,Healthcare
SEPN,27.5,Biotechnology,Healthcare
DAKT,27.49,Electronic Components,Technology
MVBF,27.48,Banks - Regional,Financial Services
QQQX,27.48,Asset Management,Financial Services
ETOR,27.46,Capital Markets,Financial Services
COE,27.44,Education & Training Services,Consumer Defensive
LARK,27.4,Banks - Regional,Financial Services
CIVI,27.38,Oil & Gas E&P,Energy
CTGO,27.34,Gold,Basic Materials
CARG,27.34,Auto & Truck Dealerships,Consumer Cyclical
TOST,27.33,Software - Infrastructure,Technology
IOT,27.32,Software - Infrastructure,Technology
KN,27.29,Electronic Components,Technology
BMRC,27.24,Banks - Regional,Financial Services
FTAIM,27.2,Rental & Leasing Services,Industrials
JD,27.14,Internet Retail,Consumer Cyclical
ADNT,27.09,Auto Parts,Consumer Cyclical
QXO,27.07,Industrial Distribution,Industrials
RYI,27.03,Metal Fabrication,Industrials
BEN,27.03,Asset Management,Financial Services
INVH,26.99,REIT - Residential,Real Estate
UMBFO,26.98,Banks - Regional,Financial Services
KMTS,26.92,Medical Instruments & Supplies,Healthcare
NATR,26.91,Packaged Foods,Consumer Defensive
UTF,26.85,Asset Management,Financial Services
GLSI,26.85,Biotechnology,Healthcare
HAFC,26.85,Banks - Regional,Financial Services
ACV,26.84,Asset Management,Financial Services
NGVC,26.84,Grocery Stores,Consumer Defensive
FWRD,26.81,Integrated Freight & Logistics,Industrials
WKC,26.79,Oil & Gas Refining & Marketing,Energy
MGY,26.78,Oil & Gas E&P,Energy
WY,26.75,REIT - Specialty,Real Estate
ZK,26.73,Auto Manufacturers,Consumer Cyclical
ELVN,26.72,Biotechnology,Healthcare
BMN,26.7,Asset Management,Financial Services
MTG,26.66,Insurance - Specialty,Financial Services
ASMB,26.66,Biotechnology,Healthcare
USAC,26.6,Oil & Gas Equipment & Services,Energy
JKS,26.56,Solar,Technology
BUSE,26.55,Banks - Regional,Financial Services
ALMS,26.54,Biotechnology,Healthcare
IVZ,26.52,Asset Management,Financial Services
DCOMG,26.51,,
CCOI,26.46,Telecom Services,Communication Services
TCMD,26.45,Medical Devices,Healthcare
PHVS,26.45,Biotechnology,Healthcare
ROIV,26.45,Biotechnology,Healthcare
TSAT,26.44,Communication Equipment,Technology
CHSCO,26.42,Farm Products,Consumer Defensive
ZBIO,26.4,Biotechnology,Healthcare
EVT,26.39,Asset Management,Financial Services
APOS,26.38,Unknown,Unknown
WTFCN,26.38,Banks - Regional,Financial Services
EVTC,26.36,Software - Infrastructure,Technology
FHB,26.3,Banks - Regional,Financial Services
VIAV,26.29,Communication Equipment,Technology
VLYPN,26.28,Banks - Regional,Financial Services
DDT,26.27,Unknown,Unknown
EGBN,26.26,Banks - Regional,Financial Services
PRM,26.22,Specialty Chemicals,Basic Materials
DLX,26.21,Conglomerates,Industrials
CURB,26.2,REIT - Retail,Real Estate
TIMB,26.12,Telecom Services,Communication Services
XOMAP,26.12,Biotechnology,Healthcare
BANFP,26.11,Unknown,Unknown
HBM,26.1,Copper,Basic Materials
AGNCZ,26.09,REIT - Mortgage,Real Estate
MATW,26.09,Conglomerates,Industrials
FGN,26.07,Unknown,Unknown
CVGW,26.07,Food Distribution,Consumer Defensive
VOYG,26.04,Aerospace & Defense,Industrials
NWS,26.0,Entertainment,Communication Services
CCLDO,26.0,Health Information Services,Healthcare
FLNG,25.99,Oil & Gas Midstream,Energy
MYFW,25.99,Banks - Regional,Financial Services
NOG,25.96,Oil & Gas E&P,Energy
HVT,25.94,Home Improvement Retail,Consumer Cyclical
SOJF,25.94,Unknown,Unknown
CDLR,25.9,Engineering & Construction,Industrials
LBRT,25.9,Oil & Gas Equipment & Services,Energy
CBK,25.89,Banks - Regional,Financial Services
TRMD,25.89,Oil & Gas Midstream,Energy
JHX,25.88,Building Materials,Basic Materials
OLN,25.88,Chemicals,Basic Materials
AQNB,25.88,Unknown,Unknown
ARQT,25.86,Biotechnology,Healthcare
MMI,25.85,Real Estate Services,Real Estate
OXLCI,25.84,,
LYEL,25.84,Biotechnology,Healthcare
FITBI,25.84,Banks - Regional,Financial Services
AGNCN,25.83,REIT - Mortgage,Real Estate
ARLP,25.82,Thermal Coal,Energy
TTD,25.81,Advertising Agencies,Communication Services
PMTU,25.8,Unknown,Unknown
KRT,25.79,Packaging & Containers,Consumer Cyclical
MBNKO,25.77,Banks - Regional,Financial Services
CHSCL,25.75,Farm Products,Consumer Defensive
PMTW,25.75,,
BUSEP,25.75,Banks - Regional,Financial Services
HSAI,25.75,Auto Parts,Consumer Cyclical
IMVT,25.75,Biotechnology,Healthcare
MGPI,25.74,Beverages - Wineries & Distilleries,Consumer Defensive
MUX,25.71,Other Precious Metals & Mining,Basic Materials
BCE,25.71,Telecom Services,Communication Services
WSBCO,25.71,Banks - Regional,Financial Services
KTN,25.7,Unknown,Unknown
IMPPP,25.69,Oil & Gas Midstream,Energy
NSP,25.68,Staffing & Employment Services,Industrials
ASGI,25.64,Asset Management,Financial Services
SILA,25.64,REIT - Healthcare Facilities,Real Estate
SWKHL,25.64,Unknown,Unknown
ADAMH,25.63,,
FTAIN,25.62,Rental & Leasing Services,Industrials
VIASP,25.61,Utilities - Regulated Electric,Utilities
MSBIP,25.61,Banks - Regional,Financial Services
PEO,25.61,Asset Management,Financial Services
ATLCZ,25.58,Unknown,Unknown
NEWTG,25.58,Unknown,Unknown
TWOD,25.57,,
WTBA,25.55,Banks - Regional,Financial Services
OCCIM,25.55,Asset Management,Financial Services
RZC,25.55,Unknown,Unknown
FRMEP,25.53,Banks - Regional,Financial Services
HTD,25.51,Asset Management,Financial Services
OXSQH,25.5,,
CGBDL,25.48,Unknown,Unknown
DMLP,25.48,Oil & Gas E&P,Energy
METCZ,25.48,,
AEO,25.48,Apparel Retail,Consumer Cyclical
AGNCO,25.46,REIT - Mortgage,Real Estate
ABLLL,25.46,Unknown,Unknown
MFICL,25.46,,
HBANL,25.45,Banks - Regional,Financial Services
GAINI,25.44,,
CHSCN,25.44,Farm Products,Consumer Defensive
TRINI,25.43,Unknown,Unknown
NEWTI,25.43,Unknown,Unknown
MBINM,25.43,Banks - Regional,Financial Services
WHFCL,25.4,Unknown,Unknown
OXLCG,25.4,,
VLYPP,25.38,Banks - Regional,Financial Services
CIMO,25.38,,
JBK,25.38,Unknown,Unknown
NRIM,25.37,Banks - Regional,Financial Services
ADAMM,25.36,REIT - Mortgage,Real Estate
XOMAO,25.36,Biotechnology,Healthcare
VRNS,25.36,Software - Infrastructure,Technology
PMTV,25.35,Unknown,Unknown
NEWTH,25.35,,
KKRT,25.34,Unknown,Unknown
NBTX,25.34,Biotechnology,Healthcare
OFSSO,25.34,,
AOMN,25.32,Unknown,Unknown
ADAMG,25.31,,
TRINZ,25.31,Unknown,Unknown
BCS,25.31,Banks - Diversified,Financial Services
ECCU,25.3,Unknown,Unknown
CIMP,25.3,Unknown,Unknown
SAJ,25.3,Unknown,Unknown
MITP,25.28,Unknown,Unknown
METCI,25.28,,
ADAMI,25.28,Unknown,Unknown
MITN,25.27,Unknown,Unknown
CCNEP,25.27,Banks - Regional,Financial Services
GECCI,25.27,Unknown,Unknown
ATHS,25.26,Unknown,Unknown
CICB,25.25,,
BPOPM,25.25,Unknown,Unknown
HCXY,25.25,Unknown,Unknown
ALRS,25.25,Banks - Regional,Financial Services
EIIA,25.23,Asset Management,Financial Services
SAZ,25.23,Unknown,Unknown
CIMN,25.22,Unknown,Unknown
EICC,25.22,Asset Management,Financial Services
GAINL,25.22,Unknown,Unknown
MFAO,25.21,Unknown,Unknown
GECCH,25.2,Unknown,Unknown
SPME,25.2,Asset Management,Financial Services
AOMD,25.2,Unknown,Unknown
NIE,25.18,Asset Management,Financial Services
ONBPO,25.15,Banks - Regional,Financial Services
CMPO,25.15,Metal Fabrication,Industrials
DTK,25.15,Unknown,Unknown
RZB,25.14,,
SFD,25.14,Packaged Foods,Consumer Defensive
SAY,25.13,Unknown,Unknown
ELAN,25.13,Drug Manufacturers - Specialty & Generic,Healthcare
GECCO,25.13,Unknown,Unknown
FCRX,25.12,,
IGIC,25.12,Insurance - Diversified,Financial Services
AUBN,25.11,Banks - Regional,Financial Services
NMFCZ,25.11,Unknown,Unknown
RWAYL,25.1,Unknown,Unknown
TPGXL,25.1,Unknown,Unknown
CHSCM,25.1,Farm Products,Consumer Defensive
SPMA,25.09,Asset Management,Financial Services
RVLV,25.09,Internet Retail,Consumer Cyclical
LANDM,25.07,REIT - Specialty,Real Estate
VLYPO,25.07,Banks - Regional,Financial Services
WBI,25.07,Oil & Gas Equipment & Services,Energy
MFAN,25.07,Unknown,Unknown
ONBPP,25.07,Banks - Regional,Financial Services
GAINN,25.07,Unknown,Unknown
AGNCP,25.05,REIT - Mortgage,Real Estate
RCC,25.04,Unknown,Unknown
OUT,25.04,REIT - Specialty,Real Estate
AGNCL,25.03,REIT - Mortgage,Real Estate
PDPA,25.03,Asset Management,Financial Services
COSO,25.03,Banks - Regional,Financial Services
KRG,25.03,REIT - Retail,Real Estate
TMUSL,25.03,Unknown,Unknown
DOCS,25.02,Health Information Services,Healthcare
PNFPP,25.02,Banks - Regional,Financial Services
AGNCM,25.02,REIT - Mortgage,Real Estate
TFSA,25.01,Unknown,Unknown
RWTN,25.01,Unknown,Unknown
OCCIO,25.0,Asset Management,Financial Services
ECCF,24.99,Asset Management,Financial Services
RWAYZ,24.99,Unknown,Unknown
ATLCL,24.98,Unknown,Unknown
NEWTZ,24.98,Unknown,Unknown
SSSSL,24.97,Unknown,Unknown
EICB,24.97,Asset Management,Financial Services
HTFC,24.97,Unknown,Unknown
AVNW,24.96,Communication Equipment,Technology
UNB,24.94,Banks - Regional,Financial Services
RILYK,24.9,Unknown,Unknown
ECCX,24.9,Unknown,Unknown
SNWV,24.89,Medical Devices,Healthcare
TCPA,24.89,Unknown,Unknown
GNTX,24.89,Auto Parts,Consumer Cyclical
DQ,24.88,Semiconductor Equipment & Materials,Technology
CNK,24.88,Entertainment,Communication Services
BEPJ,24.88,Unknown,Unknown
ECCW,24.87,Unknown,Unknown
PRH,24.87,Unknown,Unknown
XELLL,24.86,,
MBINL,24.85,Banks - Regional,Financial Services
ZUMZ,24.85,Apparel Retail,Consumer Cyclical
HRTG,24.82,Insurance - Property & Casualty,Financial Services
RWTO,24.82,Unknown,Unknown
BWNB,24.8,Unknown,Unknown
MNSBP,24.8,Banks - Regional,Financial Services
KHC,24.8,Packaged Foods,Consumer Defensive
GEGGL,24.79,Unknown,Unknown
BIPJ,24.79,Unknown,Unknown
NNE,24.79,Specialty Industrial Machinery,Industrials
ONB,24.77,Banks - Regional,Financial Services
RHI,24.77,Staffing & Employment Services,Industrials
INVX,24.76,Oil & Gas Equipment & Services,Energy
ASBA,24.76,Unknown,Unknown
GJR,24.76,Unknown,Unknown
ATLCP,24.75,Credit Services,Financial Services
RCB,24.75,Unknown,Unknown
SAT,24.73,Unknown,Unknown
EICA,24.72,Asset Management,Financial Services
DUKB,24.71,Unknown,Unknown
CNTA,24.71,Biotechnology,Healthcare
GJO,24.71,Unknown,Unknown
ZTO,24.66,Integrated Freight & Logistics,Industrials
OXLCN,24.65,Asset Management,Financial Services
CNOBP,24.63,Banks - Regional,Financial Services
FITBP,24.62,Banks - Regional,Financial Services
BXSL,24.62,Asset Management,Financial Services
OXLCP,24.61,Asset Management,Financial Services
MGRE,24.6,Unknown,Unknown
OTEX,24.59,Software - Application,Technology
OXLCZ,24.58,Unknown,Unknown
CIX,24.58,Security & Protection Services,Industrials
GECCG,24.58,Unknown,Unknown
FHN,24.56,Banks - Regional,Financial Services
OCCIN,24.56,Asset Management,Financial Services
DBX,24.54,Software - Infrastructure,Technology
RWTP,24.5,,
PRA,24.49,Insurance - Property & Casualty,Financial Services
SRZN,24.48,Biotechnology,Healthcare
FMS,24.44,Medical Care Facilities,Healthcare
SCCD,24.44,Unknown,Unknown
THS,24.43,Packaged Foods,Consumer Defensive
NRUC,24.43,Unknown,Unknown
TVE,24.43,Unknown,Unknown
FGNXP,24.4,Asset Management,Financial Services
CWBC,24.4,Banks - Regional,Financial Services
CRBD,24.38,Unknown,Unknown
FCPT,24.37,REIT - Retail,Real Estate
RAMP,24.36,Software - Infrastructure,Technology
MOV,24.36,Luxury Goods,Consumer Cyclical
TVC,24.35,,
OXSQG,24.34,Unknown,Unknown
CPRX,24.33,Biotechnology,Healthcare
EZPW,24.31,Credit Services,Financial Services
POWWP,24.31,Aerospace & Defense,Industrials
INBKZ,24.3,Unknown,Unknown
ECCC,24.3,Asset Management,Financial Services
HWCPZ,24.3,Unknown,Unknown
ELMD,24.26,Medical Devices,Healthcare
NECB,24.24,Banks - Regional,Financial Services
AXTI,24.24,Semiconductor Equipment & Materials,Technology
CHWY,24.23,Internet Retail,Consumer Cyclical
IIF,24.22,Asset Management,Financial Services
NNNN,24.2,Medical Instruments & Supplies,Healthcare
OXLCL,24.14,Unknown,Unknown
KE,24.09,Electrical Equipment & Parts,Industrials
GAINZ,24.08,Unknown,Unknown
BBWI,24.07,Specialty Retail,Consumer Cyclical
BOW,24.06,Insurance - Property & Casualty,Financial Services
NEWTP,24.05,Banks - Regional,Financial Services
SLM,24.04,Credit Services,Financial Services
XOMA,24.01,Biotechnology,Healthcare
PRS,24.0,Unknown,Unknown
CMP,23.99,Other Industrial Metals & Mining,Basic Materials
DEA,23.96,REIT - Office,Real Estate
PHI,23.95,Telecom Services,Communication Services
MCFT,23.9,Recreational Vehicles,Consumer Cyclical
KMPB,23.9,Unknown,Unknown
CZNC,23.88,Banks - Regional,Financial Services
LBRDP,23.85,Telecom Services,Communication Services
ETD,23.85,"Furnishings, Fixtures & Appliances",Consumer Cyclical
CIVB,23.85,Banks - Regional,Financial Services
AMX,23.83,Telecom Services,Communication Services
ECCV,23.83,Unknown,Unknown
AAPG,23.82,Biotechnology,Healthcare
MNRO,23.81,Auto Parts,Consumer Cyclical
SMFG,23.81,Banks - Diversified,Financial Services
SBLK,23.8,Marine Shipping,Industrials
FRPH,23.8,Real Estate Services,Real Estate
PFXNZ,23.8,Unknown,Unknown
GCBC,23.78,Banks - Regional,Financial Services
HRL,23.78,Packaged Foods,Consumer Defensive
CMSC,23.75,Unknown,Unknown
REYN,23.73,Packaging & Containers,Consumer Cyclical
GEN,23.72,Software - Infrastructure,Technology
OXLCO,23.7,Asset Management,Financial Services
AXR,23.69,Real Estate - Development,Real Estate
PKE,23.68,Aerospace & Defense,Industrials
AIRT,23.68,Conglomerates,Industrials
CMSD,23.64,Unknown,Unknown
RYN,23.6,REIT - Specialty,Real Estate
REGCP,23.59,REIT - Retail,Real Estate
SCCE,23.58,Unknown,Unknown
QDEL,23.58,Medical Devices,Healthcare
PYT,23.58,Unknown,Unknown
GME,23.57,Specialty Retail,Consumer Cyclical
UNMA,23.57,Unknown,Unknown
KT,23.56,Telecom Services,Communication Services
CON,23.54,Medical Care Facilities,Healthcare
OS,23.51,Software - Infrastructure,Technology
SCCG,23.5,Unknown,Unknown
GJS,23.48,Unknown,Unknown
ADAML,23.47,REIT - Mortgage,Real Estate
SCCF,23.45,Unknown,Unknown
FLGT,23.43,Diagnostics & Research,Healthcare
GPJA,23.41,Unknown,Unknown
ASX,23.4,Semiconductors,Technology
BCV,23.39,Asset Management,Financial Services
PRPO,23.39,Diagnostics & Research,Healthcare
ALH,23.38,"Furnishings, Fixtures & Appliances",Consumer Cyclical
LBRX,23.34,Biotechnology,Healthcare
ZEPP,23.31,Consumer Electronics,Technology
CSTM,23.29,Aluminum,Basic Materials
TPTA,23.29,Unknown,Unknown
ADX,23.27,Asset Management,Financial Services
INTA,23.23,Software - Application,Technology
WW,23.22,Personal Services,Consumer Cyclical
NAMSW,23.2,,
BOX,23.19,Software - Infrastructure,Technology
SONY,23.19,Consumer Electronics,Technology
CVI,23.17,Oil & Gas Refining & Marketing,Energy
IRDM,23.17,Telecom Services,Communication Services
CAPL,23.16,Oil & Gas Refining & Marketing,Energy
CWAN,23.15,Software - Application,Technology
RILYN,23.15,Unknown,Unknown
HIW,23.12,REIT - Office,Real Estate
PAY,23.1,Software - Infrastructure,Technology
ETG,23.09,Asset Management,Financial Services
NLY,23.07,REIT - Mortgage,Real Estate
SAR,23.03,Asset Management,Financial Services
GOODN,23.03,REIT - Diversified,Real Estate
GJT,23.01,Unknown,Unknown
PLSE,23.01,Medical Instruments & Supplies,Healthcare
CLDX,23.0,Biotechnology,Healthcare
CTEV,22.99,Health Information Services,Healthcare
BWAY,22.99,Medical Devices,Healthcare
HBANM,22.97,Banks - Regional,Financial Services
MSBI,22.97,Banks - Regional,Financial Services
PFS,22.96,Banks - Regional,Financial Services
SREA,22.96,Unknown,Unknown
AG,22.96,Silver,Basic Materials
CCD,22.94,Asset Management,Financial Services
TMUSZ,22.88,Unknown,Unknown
CMSA,22.88,Unknown,Unknown
APPN,22.87,Software - Infrastructure,Technology
PCB,22.84,Banks - Regional,Financial Services
CSWC,22.81,Asset Management,Financial Services
BTT,22.8,Asset Management,Financial Services
RILYG,22.78,Unknown,Unknown
ENR,22.77,Electrical Equipment & Parts,Industrials
OLP,22.76,REIT - Diversified,Real Estate
BSTZ,22.75,Asset Management,Financial Services
RICK,22.74,Restaurants,Consumer Cyclical
CCEC,22.73,Marine Shipping,Industrials
BBVA,22.73,Banks - Diversified,Financial Services
MXF,22.73,Asset Management,Financial Services
NWSA,22.72,Entertainment,Communication Services
KIM,22.71,REIT - Retail,Real Estate
TMUSI,22.71,Unknown,Unknown
INVA,22.7,Biotechnology,Healthcare
OSW,22.7,Leisure,Consumer Cyclical
CUBB,22.7,Unknown,Unknown
HPE,22.69,Communication Equipment,Technology
CEVA,22.67,Semiconductors,Technology
AOSL,22.65,Semiconductors,Technology
HL,22.6,Other Precious Metals & Mining,Basic Materials
ZYME,22.6,Biotechnology,Healthcare
OLMA,22.59,Biotechnology,Healthcare
AIO,22.59,Asset Management,Financial Services
TENB,22.55,Software - Infrastructure,Technology
EBMT,22.54,Banks - Regional,Financial Services
CII,22.54,Asset Management,Financial Services
FIG,22.53,Software - Application,Technology
REGCO,22.53,REIT - Retail,Real Estate
MIR,22.51,Specialty Industrial Machinery,Industrials
LFMDP,22.5,Health Information Services,Healthcare
LYTS,22.48,Electronic Components,Technology
CUZ,22.46,REIT - Office,Real Estate
WRBY,22.46,Medical Instruments & Supplies,Healthcare
ENO,22.46,Unknown,Unknown
AVBP,22.46,Biotechnology,Healthcare
CAPR,22.45,Biotechnology,Healthcare
AMTB,22.44,Banks - Regional,Financial Services
HNVR,22.43,Banks - Regional,Financial Services
FBP,22.43,Banks - Regional,Financial Services
CDE,22.42,Gold,Basic Materials
TBB,22.42,Unknown,Unknown
PL,22.42,Aerospace & Defense,Industrials
WAY,22.41,Health Information Services,Healthcare
ADAMN,22.41,REIT - Mortgage,Real Estate
FCNCO,22.4,Banks - Regional,Financial Services
PRVA,22.39,Health Information Services,Healthcare
RBB,22.32,Banks - Regional,Financial Services
DTW,22.3,Unknown,Unknown
SOJC,22.29,Unknown,Unknown
TECX,22.28,Biotechnology,Healthcare
MNSB,22.28,Banks - Regional,Financial Services
FGSN,22.25,Unknown,Unknown
BLFS,22.23,Medical Instruments & Supplies,Healthcare
GNK,22.21,Marine Shipping,Industrials
IIIV,22.2,Software - Infrastructure,Technology
ZIM,22.2,Marine Shipping,Industrials
IMNM,22.16,Biotechnology,Healthcare
LEGH,22.15,Residential Construction,Consumer Cyclical
NBBK,22.12,Banks - Regional,Financial Services
RGS,22.1,Personal Services,Consumer Cyclical
MYE,22.08,Packaging & Containers,Consumer Cyclical
TBLD,22.08,Asset Management,Financial Services
KOD,22.07,Biotechnology,Healthcare
NX,22.04,Building Products & Equipment,Industrials
ACAD,22.03,Biotechnology,Healthcare
FULT,22.03,Banks - Regional,Financial Services
EOS,22.0,Asset Management,Financial Services
LWAY,21.98,Packaged Foods,Consumer Defensive
AFGB,21.98,Unknown,Unknown
PLYM,21.98,REIT - Industrial,Real Estate
PRE,21.97,Diagnostics & Research,Healthcare
CVE,21.96,Oil & Gas Integrated,Energy
NTGR,21.94,Communication Equipment,Technology
MEC,21.94,Metal Fabrication,Industrials
VTS,21.91,Oil & Gas E&P,Energy
LEVI,21.91,Apparel Manufacturing,Consumer Cyclical
EPC,21.89,Household & Personal Products,Consumer Defensive
FFA,21.86,Asset Management,Financial Services
DFP,21.86,Asset Management,Financial Services
RGCO,21.86,Utilities - Regulated Gas,Utilities
FLOC,21.82,Oil & Gas Equipment & Services,Energy
CARE,21.8,Banks - Regional,Financial Services
MLKN,21.78,"Furnishings, Fixtures & Appliances",Consumer Cyclical
ENOV,21.77,Medical Devices,Healthcare
PCRX,21.77,Drug Manufacturers - Specialty & Generic,Healthcare
FOA,21.76,Credit Services,Financial Services
DKNG,21.76,Gambling,Consumer Cyclical
TCBIO,21.71,Banks - Regional,Financial Services
APLS,21.7,Biotechnology,Healthcare
KEY,21.7,Banks - Regional,Financial Services
GLXY,21.66,Capital Markets,Financial Services
AVDL,21.64,Drug Manufacturers - Specialty & Generic,Healthcare
M,21.63,Department Stores,Consumer Cyclical
IAG,21.63,Gold,Basic Materials
WSC,21.62,Rental & Leasing Services,Industrials
EBC,21.61,Banks - Regional,Financial Services
HCSG,21.59,Medical Care Facilities,Healthcare
PAGP,21.59,Oil & Gas Midstream,Energy
INGM,21.57,Information Technology Services,Technology
MD,21.52,Medical Care Facilities,Healthcare
KEP,21.52,Utilities - Regulated Electric,Utilities
NCLH,21.49,Travel Services,Consumer Cyclical
PWP,21.48,Capital Markets,Financial Services
BKSY,21.48,Specialty Business Services,Industrials
RNP,21.46,Asset Management,Financial Services
SM,21.46,Oil & Gas E&P,Energy
HOVNP,21.45,Unknown,Unknown
AM,21.45,Oil & Gas Midstream,Energy
GLU,21.45,Asset Management,Financial Services
IBTA,21.44,Software - Application,Technology
MGR,21.41,Unknown,Unknown
FCNCP,21.39,Banks - Regional,Financial Services
RCD,21.36,Unknown,Unknown
LDP,21.36,Asset Management,Financial Services
SFNC,21.36,Banks - Regional,Financial Services
WLKP,21.32,Chemicals,Basic Materials
SIRI,21.29,Entertainment,Communication Services
AIZN,21.27,Unknown,Unknown
GTX,21.25,Auto Parts,Consumer Cyclical
JCAP,21.24,Credit Services,Financial Services
CRMT,21.23,Auto & Truck Dealerships,Consumer Cyclical
EAI,21.23,Unknown,Unknown
SNCY,21.19,Airlines,Industrials
UZD,21.15,Unknown,Unknown
INBK,21.09,Banks - Regional,Financial Services
DFH,21.05,Residential Construction,Consumer Cyclical
ATHM,21.0,Internet Content & Information,Communication Services
ACGLO,21.0,Insurance - Diversified,Financial Services
AFGD,21.0,Unknown,Unknown
HMY,20.99,Gold,Basic Materials
YELP,20.98,Internet Content & Information,Communication Services
BMNR,20.96,Capital Markets,Financial Services
TGNA,20.95,Broadcasting,Communication Services
ELC,20.94,Unknown,Unknown
EVI,20.94,Industrial Distribution,Industrials
SBFG,20.93,Banks - Regional,Financial Services
BNAI,20.92,Software - Infrastructure,Technology
TLK,20.91,Telecom Services,Communication Services
DBVT,20.9,Biotechnology,Healthcare
USNA,20.9,Packaged Foods,Consumer Defensive
EMP,20.87,Unknown,Unknown
PAR,20.86,Software - Application,Technology
MCI,20.85,Asset Management,Financial Services
NESR,20.83,Oil & Gas Equipment & Services,Energy
PKST,20.82,REIT - Office,Real Estate
MDU,20.8,Utilities - Regulated Gas,Utilities
ALEX,20.77,REIT - Retail,Real Estate
UE,20.77,REIT - Retail,Real Estate
EBF,20.76,Business Equipment & Supplies,Industrials
BOTJ,20.74,Banks - Regional,Financial Services
JACK,20.73,Restaurants,Consumer Cyclical
UUUU,20.72,Uranium,Energy
AFBI,20.7,Banks - Regional,Financial Services
MTUS,20.7,Steel,Basic Materials
SFB,20.7,Unknown,Unknown
ATEN,20.7,Software - Infrastructure,Technology
PGNY,20.69,Healthcare Plans,Healthcare
HTFL,20.66,Health Information Services,Healthcare
CAI,20.62,Biotechnology,Healthcare
AKR,20.59,REIT - Retail,Real Estate
SOJD,20.58,Unknown,Unknown
PTHS,20.58,Biotechnology,Healthcare
OSBC,20.57,Banks - Regional,Financial Services
CVBF,20.55,Banks - Regional,Financial Services
PINE,20.53,REIT - Retail,Real Estate
RARE,20.52,Biotechnology,Healthcare
CC,20.52,Specialty Chemicals,Basic Materials
SPNT,20.51,Insurance - Reinsurance,Financial Services
VRNT,20.51,Software - Infrastructure,Technology
PSF,20.5,Asset Management,Financial Services
QURE,20.5,Biotechnology,Healthcare
MEG,20.49,Waste Management,Industrials
SNDX,20.48,Biotechnology,Healthcare
HOG,20.42,Recreational Vehicles,Consumer Cyclical
CPRI,20.42,Luxury Goods,Consumer Cyclical
EOI,20.4,Asset Management,Financial Services
CBAN,20.36,Banks - Regional,Financial Services
SMLR,20.35,Medical Devices,Healthcare
CMCO,20.33,Farm & Heavy Construction Machinery,Industrials
UPBD,20.31,Software - Application,Technology
HSTM,20.31,Health Information Services,Healthcare
VFC,20.3,Apparel Manufacturing,Consumer Cyclical
CTDD,20.3,Unknown,Unknown
AEFC,20.3,Unknown,Unknown
GOODO,20.3,Unknown,Unknown
MRBK,20.29,Banks - Regional,Financial Services
AIRTP,20.28,Conglomerates,Industrials
SEG,20.28,Real Estate Services,Real Estate
SPH,20.26,Utilities - Regulated Gas,Utilities
EFSCP,20.22,Banks - Regional,Financial Services
EMF,20.22,Asset Management,Financial Services
NTST,20.2,REIT - Retail,Real Estate
ALHC,20.19,Healthcare Plans,Healthcare
SBRA,20.17,REIT - Healthcare Facilities,Real Estate
PAA,20.15,Oil & Gas Midstream,Energy
PDX,20.11,Asset Management,Financial Services
